id,Name,Height(m),Weight{kg},HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Type_1,Type_2,Is_Legendary,Is_Mythical,Egg_Group_1,Egg_Group_2,Generation,Capture_Rate,Base_Happiness,Is_Baby,Egg_Cycles,Past_Type,Is_Pseudo_Legendary,Total_Stats
918,Spidops,1,16.5,60,79,92,52,86,35,Bug,,FALSE,FALSE,Bug,,Gen-9,120,50,FALSE,15,,FALSE,404
919,Nymble,0.2,1,33,46,40,21,25,45,Bug,,FALSE,FALSE,Bug,,Gen-9,190,20,FALSE,20,,FALSE,210
920,Lokix,1,17.5,71,102,78,52,55,92,Bug,Dark,FALSE,FALSE,Bug,,Gen-9,30,0,FALSE,20,,FALSE,450
921,Pawmi,0.3,2.5,45,50,20,40,25,60,Electric,,FALSE,FALSE,Ground,,Gen-9,190,50,FALSE,15,,FALSE,240
922,Pawmo,0.4,6.5,60,75,40,50,40,85,Electric,Fighting,FALSE,FALSE,Ground,,Gen-9,80,50,FALSE,15,,FALSE,350
923,Pawmot,0.9,41,70,115,70,70,60,105,Electric,Fighting,FALSE,FALSE,Ground,,Gen-9,45,50,FALSE,15,,FALSE,490
924,Tandemaus,0.3,1.8,50,50,45,40,45,75,Normal,,FALSE,FALSE,Ground,Fairy,Gen-9,150,50,FALSE,10,,FALSE,305
925,Maushold-family-of-four,0.3,2.3,74,75,70,65,75,111,Normal,,FALSE,FALSE,Ground,Fairy,Gen-9,75,50,FALSE,10,,FALSE,470
926,Fidough,0.3,10.9,37,55,70,30,55,65,Fairy,,FALSE,FALSE,Ground,Mineral,Gen-9,190,50,FALSE,20,,FALSE,312
927,Dachsbun,0.5,14.9,57,80,115,50,80,95,Fairy,,FALSE,FALSE,Ground,Mineral,Gen-9,90,50,FALSE,20,,FALSE,477
928,Smoliv,0.3,6.5,41,35,45,58,51,30,Grass,Normal,FALSE,FALSE,Plant,,Gen-9,255,50,FALSE,20,,FALSE,260
929,Dolliv,0.6,11.9,52,53,60,78,78,33,Grass,Normal,FALSE,FALSE,Plant,,Gen-9,120,50,FALSE,20,,FALSE,354
930,Arboliva,1.4,48.2,78,69,90,125,109,39,Grass,Normal,FALSE,FALSE,Plant,,Gen-9,45,50,FALSE,20,,FALSE,510
931,Squawkabilly-green-plumage,0.6,2.4,82,96,51,45,51,92,Normal,Flying,FALSE,FALSE,Flying,,Gen-9,190,50,FALSE,15,,FALSE,417
932,Nacli,0.4,16,55,55,75,35,35,25,Rock,,FALSE,FALSE,Mineral,,Gen-9,255,50,FALSE,20,,FALSE,280
933,Naclstack,0.6,105,60,60,100,35,65,35,Rock,,FALSE,FALSE,Mineral,,Gen-9,120,50,FALSE,20,,FALSE,355
934,Garganacl,2.3,240,100,100,130,45,90,35,Rock,,FALSE,FALSE,Mineral,,Gen-9,45,50,FALSE,20,,FALSE,500
935,Charcadet,0.6,10.5,40,50,40,50,40,35,Fire,,FALSE,FALSE,Humanshape,,Gen-9,90,50,FALSE,35,,FALSE,255
936,Armarouge,1.5,85,85,60,100,125,80,75,Fire,Psychic,FALSE,FALSE,Humanshape,,Gen-9,25,20,FALSE,35,,FALSE,525
937,Ceruledge,1.6,62,75,125,80,60,100,85,Fire,Ghost,FALSE,FALSE,Humanshape,,Gen-9,25,20,FALSE,35,,FALSE,525
938,Tadbulb,0.3,0.4,61,31,41,59,35,45,Electric,,FALSE,FALSE,Water1,,Gen-9,190,50,FALSE,20,,FALSE,272
939,Bellibolt,1.2,113,109,64,91,103,83,45,Electric,,FALSE,FALSE,Water1,,Gen-9,50,50,FALSE,20,,FALSE,495
940,Wattrel,0.4,3.6,40,40,35,55,40,70,Electric,Flying,FALSE,FALSE,Water1,Flying,Gen-9,180,50,FALSE,20,,FALSE,280
941,Kilowattrel,1.4,38.6,70,70,60,105,60,125,Electric,Flying,FALSE,FALSE,Water1,Flying,Gen-9,90,50,FALSE,20,,FALSE,490
942,Maschiff,0.5,16,60,78,60,40,51,51,Dark,,FALSE,FALSE,Ground,,Gen-9,150,50,FALSE,20,,FALSE,340
943,Mabosstiff,1.1,61,80,120,90,60,70,85,Dark,,FALSE,FALSE,Ground,,Gen-9,75,50,FALSE,20,,FALSE,505
944,Shroodle,0.2,0.7,40,65,35,40,35,75,Poison,Normal,FALSE,FALSE,Ground,,Gen-9,190,50,FALSE,20,,FALSE,290
945,Grafaiai,0.7,27.2,63,95,65,80,72,110,Poison,Normal,FALSE,FALSE,Ground,,Gen-9,90,50,FALSE,20,,FALSE,485
946,Bramblin,0.6,0.6,40,65,30,45,35,60,Grass,Ghost,FALSE,FALSE,Plant,,Gen-9,190,50,FALSE,20,,FALSE,275
947,Brambleghast,1.2,6,55,115,70,80,70,90,Grass,Ghost,FALSE,FALSE,Plant,,Gen-9,45,50,FALSE,20,,FALSE,480
948,Toedscool,0.9,33,40,40,35,50,100,70,Ground,Grass,FALSE,FALSE,Plant,,Gen-9,190,50,FALSE,20,,FALSE,335
949,Toedscruel,1.9,58,80,70,65,80,120,100,Ground,Grass,FALSE,FALSE,Plant,,Gen-9,90,50,FALSE,20,,FALSE,515
950,Klawf,1.3,79,70,100,115,35,55,75,Rock,,FALSE,FALSE,Water3,,Gen-9,120,50,FALSE,35,,FALSE,450
951,Capsakid,0.3,3,50,62,40,62,40,50,Grass,,FALSE,FALSE,Plant,,Gen-9,190,50,FALSE,20,,FALSE,304
952,Scovillain,0.9,15,65,108,65,108,65,75,Grass,Fire,FALSE,FALSE,Plant,,Gen-9,75,50,FALSE,20,,FALSE,486
953,Rellor,0.2,1,41,50,60,31,58,30,Bug,,FALSE,FALSE,Bug,,Gen-9,190,50,FALSE,20,,FALSE,270
954,Rabsca,0.3,3.5,75,50,85,115,100,45,Bug,Psychic,FALSE,FALSE,Bug,,Gen-9,45,50,FALSE,20,,FALSE,470
955,Flittle,0.2,1.5,30,35,30,55,30,75,Psychic,,FALSE,FALSE,Flying,,Gen-9,120,50,FALSE,20,,FALSE,255
956,Espathra,1.9,90,95,60,60,101,60,105,Psychic,,FALSE,FALSE,Flying,,Gen-9,60,50,FALSE,20,,FALSE,481
957,Tinkatink,0.4,8.9,50,45,45,35,64,58,Fairy,Steel,FALSE,FALSE,Fairy,,Gen-9,190,50,FALSE,20,,FALSE,297
958,Tinkatuff,0.7,59.1,65,55,55,45,82,78,Fairy,Steel,FALSE,FALSE,Fairy,,Gen-9,90,50,FALSE,20,,FALSE,380
959,Tinkaton,0.7,112.8,85,75,77,70,105,94,Fairy,Steel,FALSE,FALSE,Fairy,,Gen-9,45,50,FALSE,20,,FALSE,506
960,Wiglett,1.2,1.8,10,55,25,35,25,95,Water,,FALSE,FALSE,Water3,,Gen-9,255,50,FALSE,20,,FALSE,245
961,Wugtrio,1.2,5.4,35,100,50,50,70,120,Water,,FALSE,FALSE,Water3,,Gen-9,50,50,FALSE,20,,FALSE,425
962,Bombirdier,1.5,42.9,70,103,85,60,85,82,Flying,Dark,FALSE,FALSE,Flying,,Gen-9,25,50,FALSE,35,,FALSE,485
963,Finizen,1.3,60.2,70,45,40,45,40,75,Water,,FALSE,FALSE,Ground,Water2,Gen-9,200,50,FALSE,40,,FALSE,315
964,Palafin-zero,1.3,60.2,100,70,72,53,62,100,Water,,FALSE,FALSE,Ground,Water2,Gen-9,45,50,FALSE,40,,FALSE,457
965,Varoom,1,35,45,70,63,30,45,47,Steel,Poison,FALSE,FALSE,Mineral,,Gen-9,190,50,FALSE,20,,FALSE,300
966,Revavroom,1.8,120,80,119,90,54,67,90,Steel,Poison,FALSE,FALSE,Mineral,,Gen-9,75,50,FALSE,20,,FALSE,500
967,Cyclizar,1.6,63,70,95,65,85,65,121,Dragon,Normal,FALSE,FALSE,Ground,,Gen-9,190,50,FALSE,30,,FALSE,501
968,Orthworm,2.5,310,70,85,145,60,55,65,Steel,,FALSE,FALSE,Ground,,Gen-9,25,50,FALSE,35,,FALSE,480
969,Glimmet,0.7,8,48,35,42,105,60,60,Rock,Poison,FALSE,FALSE,Mineral,,Gen-9,70,50,FALSE,30,,FALSE,350
970,Glimmora,1.5,45,83,55,90,130,81,86,Rock,Poison,FALSE,FALSE,Mineral,,Gen-9,25,50,FALSE,30,,FALSE,525
971,Greavard,0.6,35,50,61,60,30,55,34,Ghost,,FALSE,FALSE,Ground,,Gen-9,120,50,FALSE,20,,FALSE,290
972,Houndstone,2,15,72,101,100,50,97,68,Ghost,,FALSE,FALSE,Ground,,Gen-9,60,50,FALSE,20,,FALSE,488
973,Flamigo,1.6,37,82,115,74,75,64,90,Flying,Fighting,FALSE,FALSE,Flying,,Gen-9,100,50,FALSE,20,,FALSE,500
974,Cetoddle,1.2,45,108,68,45,30,40,43,Ice,,FALSE,FALSE,Ground,,Gen-9,150,50,FALSE,25,,FALSE,334
975,Cetitan,4.5,700,170,113,65,45,55,73,Ice,,FALSE,FALSE,Ground,,Gen-9,50,50,FALSE,25,,FALSE,521
976,Veluza,2.5,90,90,102,73,78,65,70,Water,Psychic,FALSE,FALSE,Water2,,Gen-9,100,50,FALSE,20,,FALSE,478
977,Dondozo,12,220,150,100,115,65,65,35,Water,,FALSE,FALSE,Water2,,Gen-9,25,50,FALSE,40,,FALSE,530
978,Tatsugiri-curly,0.3,8,68,50,60,120,95,82,Dragon,Water,FALSE,FALSE,Water2,,Gen-9,100,50,FALSE,35,,FALSE,475
979,Annihilape,1.2,56,110,115,80,50,90,90,Fighting,Ghost,FALSE,FALSE,Ground,,Gen-9,45,50,FALSE,20,,FALSE,535
980,Clodsire,1.8,223,130,75,60,45,100,20,Poison,Ground,FALSE,FALSE,Water1,Ground,Gen-9,90,50,FALSE,20,,FALSE,430
981,Farigiraf,3.2,160,120,90,70,110,70,60,Normal,Psychic,FALSE,FALSE,Ground,,Gen-9,45,50,FALSE,20,,FALSE,520
982,Dudunsparce-two-segment,3.6,39.2,125,100,80,85,75,55,Normal,,FALSE,FALSE,Ground,,Gen-9,45,50,FALSE,20,,FALSE,520
983,Kingambit,2,120,100,135,120,60,85,50,Dark,Steel,FALSE,FALSE,Humanshape,,Gen-9,25,50,FALSE,20,,FALSE,550
984,Great-tusk,2.2,320,115,131,131,53,53,87,Ground,Fighting,FALSE,FALSE,No-eggs,,Gen-9,30,0,FALSE,50,,FALSE,570
985,Scream-tail,1.2,8,115,65,99,65,115,111,Fairy,Psychic,FALSE,FALSE,No-eggs,,Gen-9,50,0,FALSE,50,,FALSE,570
986,Brute-bonnet,1.2,21,111,127,99,79,99,55,Grass,Dark,FALSE,FALSE,No-eggs,,Gen-9,50,0,FALSE,50,,FALSE,570
987,Flutter-mane,1.4,4,55,55,55,135,135,135,Ghost,Fairy,FALSE,FALSE,No-eggs,,Gen-9,30,0,FALSE,50,,FALSE,570
988,Slither-wing,3.2,92,85,135,79,85,105,81,Bug,Fighting,FALSE,FALSE,No-eggs,,Gen-9,30,0,FALSE,50,,FALSE,570
989,Sandy-shocks,2.3,60,85,81,97,121,85,101,Electric,Ground,FALSE,FALSE,No-eggs,,Gen-9,30,0,FALSE,50,,FALSE,570
990,Iron-treads,0.9,240,90,112,120,72,70,106,Ground,Steel,FALSE,FALSE,No-eggs,,Gen-9,30,0,FALSE,50,,FALSE,570
991,Iron-bundle,0.6,11,56,80,114,124,60,136,Ice,Water,FALSE,FALSE,No-eggs,,Gen-9,50,0,FALSE,50,,FALSE,570
992,Iron-hands,1.8,380.7,154,140,108,50,68,50,Fighting,Electric,FALSE,FALSE,No-eggs,,Gen-9,50,0,FALSE,50,,FALSE,570
993,Iron-jugulis,1.3,111,94,80,86,122,80,108,Dark,Flying,FALSE,FALSE,No-eggs,,Gen-9,30,0,FALSE,50,,FALSE,570
994,Iron-moth,1.2,36,80,70,60,140,110,110,Fire,Poison,FALSE,FALSE,No-eggs,,Gen-9,30,0,FALSE,50,,FALSE,570
995,Iron-thorns,1.6,303,100,134,110,70,84,72,Rock,Electric,FALSE,FALSE,No-eggs,,Gen-9,30,0,FALSE,50,,FALSE,570
996,Frigibax,0.5,17,65,75,45,35,45,55,Dragon,Ice,FALSE,FALSE,Dragon,Mineral,Gen-9,45,50,FALSE,40,,FALSE,320
997,Arctibax,0.8,30,90,95,66,45,65,62,Dragon,Ice,FALSE,FALSE,Dragon,Mineral,Gen-9,25,50,FALSE,40,,FALSE,423
998,Baxcalibur,2.1,210,115,145,92,75,86,87,Dragon,Ice,FALSE,FALSE,Dragon,Mineral,Gen-9,10,50,FALSE,40,,TRUE,600
999,Gimmighoul,0.3,5,45,30,70,75,70,10,Ghost,,FALSE,FALSE,No-eggs,,Gen-9,45,50,FALSE,50,,FALSE,300
1000,Gholdengo,1.2,30,87,60,95,133,91,84,Steel,Ghost,FALSE,FALSE,No-eggs,,Gen-9,45,50,FALSE,50,,FALSE,550
1001,Wo-chien,1.5,74.2,85,85,100,95,135,70,Dark,Grass,TRUE,FALSE,No-eggs,,Gen-9,6,0,FALSE,50,,FALSE,570
1002,Chien-pao,1.9,152.2,80,120,80,90,65,135,Dark,Ice,TRUE,FALSE,No-eggs,,Gen-9,6,0,FALSE,50,,FALSE,570
1003,Ting-lu,2.7,699.7,155,110,125,55,80,45,Dark,Ground,TRUE,FALSE,No-eggs,,Gen-9,6,0,FALSE,50,,FALSE,570
1004,Chi-yu,0.4,4.9,55,80,80,135,120,100,Dark,Fire,TRUE,FALSE,No-eggs,,Gen-9,6,0,FALSE,50,,FALSE,570
1005,Roaring-moon,2,380,105,139,71,55,101,119,Dragon,Dark,FALSE,FALSE,No-eggs,,Gen-9,10,0,FALSE,50,,FALSE,590
1006,Iron-valiant,1.4,35,74,130,90,120,60,116,Fairy,Fighting,FALSE,FALSE,No-eggs,,Gen-9,10,0,FALSE,50,,FALSE,590
1007,Koraidon,2.5,303,100,135,115,85,100,135,Fighting,Dragon,TRUE,FALSE,No-eggs,,Gen-9,3,0,FALSE,50,,FALSE,670
1008,Miraidon,3.5,240,100,85,100,135,115,135,Electric,Dragon,TRUE,FALSE,No-eggs,,Gen-9,3,0,FALSE,50,,FALSE,670
1009,Walking-wake,3.5,280,99,83,91,125,83,109,Water,Dragon,FALSE,FALSE,No-eggs,,Gen-9,5,0,FALSE,50,,FALSE,590
1010,Iron-leaves,1.5,125,90,130,88,70,108,104,Grass,Psychic,FALSE,FALSE,No-eggs,,Gen-9,5,0,FALSE,50,,FALSE,590
1011,Dipplin,0.4,9.7,80,80,110,95,80,40,Grass,Dragon,FALSE,FALSE,Plant,Dragon,Gen-9,45,50,FALSE,20,,FALSE,485
1012,Poltchageist,0.1,1.1,40,45,45,74,54,50,Grass,Ghost,FALSE,FALSE,Mineral,Indeterminate,Gen-9,120,50,FALSE,50,,FALSE,308
1013,Sinistcha,0.2,2.2,71,60,106,121,80,70,Grass,Ghost,FALSE,FALSE,Mineral,Indeterminate,Gen-9,60,50,FALSE,50,,FALSE,508
1014,Okidogi,1.8,92.2,88,128,115,58,86,80,Poison,Fighting,TRUE,FALSE,No-eggs,,Gen-9,3,0,FALSE,50,,FALSE,555
1015,Munkidori,1,12.2,88,75,66,130,90,106,Poison,Psychic,TRUE,FALSE,No-eggs,,Gen-9,3,0,FALSE,50,,FALSE,555
1016,Fezandipiti,1.4,30.1,88,91,82,70,125,99,Poison,Fairy,TRUE,FALSE,No-eggs,,Gen-9,3,0,FALSE,50,,FALSE,555
1017,Ogerpon,1.2,39.8,80,120,84,60,96,110,Grass,,TRUE,FALSE,No-eggs,,Gen-9,5,50,FALSE,50,,FALSE,550
1018,Archaludon,2,60,90,105,130,125,65,85,Steel,Dragon,FALSE,FALSE,Mineral,Dragon,Gen-9,10,50,FALSE,30,,FALSE,600
1019,Hydrapple,1.8,93,106,80,110,120,80,44,Grass,Dragon,FALSE,FALSE,Plant,Dragon,Gen-9,10,50,FALSE,20,,FALSE,540
1020,Gouging-fire,3.5,590,105,115,121,65,93,91,Fire,Dragon,FALSE,FALSE,No-eggs,,Gen-9,10,0,FALSE,50,,FALSE,590
1021,Raging-bolt,5.2,480,125,73,91,137,89,75,Electric,Dragon,FALSE,FALSE,No-eggs,,Gen-9,10,0,FALSE,50,,FALSE,590
1022,Iron-boulder,1.5,162.5,90,120,80,68,108,124,Rock,Psychic,FALSE,FALSE,No-eggs,,Gen-9,10,0,FALSE,50,,FALSE,590
1023,Iron-crown,1.6,156,90,72,100,122,108,98,Steel,Psychic,FALSE,FALSE,No-eggs,,Gen-9,10,0,FALSE,50,,FALSE,590
1024,Terapagos,0.2,6.5,90,65,85,65,85,60,Normal,,TRUE,FALSE,No-eggs,,Gen-9,255,50,FALSE,5,,FALSE,450
1025,Pecharunt,0.3,0.3,88,88,160,88,88,88,Poison,Ghost,FALSE,TRUE,No-eggs,,Gen-9,3,0,FALSE,20,,FALSE,600
